record_id,date,category_id,name_id,role_id,activity_id,hours,money,comments
000140,2017-05-13 00:00:00,001,00027,00,0015,4.5,0.0,none
000141,2017-05-13 00:00:00,001,00027,00,0000,1.0,0.0,none
000142,2017-05-15 00:00:00,001,00027,00,0015,2.0,0.0,none
000143,2017-05-15 00:00:00,001,00027,00,0015,3.75,0.0,1022 N. Townsend
000144,2017-05-16 00:00:00,001,00027,00,0015,7.5,0.0,none
000145,2017-05-17 00:00:00,001,00027,00,0015,2.0,0.0,none
000146,2017-05-17 00:00:00,001,00027,00,0009,1.5,0.0,none
000147,2017-05-17 00:00:00,003,00027,00,0012,1.5,0.0,none
000148,2017-05-18 00:00:00,001,00027,00,0015,0.5,0.0,none
000149,2017-05-19 00:00:00,003,00043,06,0012,2.0,0.0,none
000150,2017-05-19 00:00:00,003,00027,00,0017,1.0,0.0,none
000151,2017-05-20 00:00:00,003,00041,06,0016,1.0,0.0,none
000152,2017-05-20 00:00:00,003,00040,06,0016,0.5,0.0,none
000153,2017-05-20 00:00:00,003,00033,06,0016,2.25,0.0,none
000154,2017-05-20 00:00:00,003,00029,06,0016,1.0,0.0,none
000155,2017-05-20 00:00:00,003,00053,06,0016,1.0,0.0,none
000156,2017-05-20 00:00:00,003,00018,06,0016,1.0,0.0,none
000157,2017-05-20 00:00:00,003,00046,06,0016,0.5,0.0,none
000158,2017-05-20 00:00:00,003,00028,06,0016,1.0,0.0,none
000159,2017-05-21 00:00:00,003,00027,00,0009,1.25,0.0,none
000160,2017-05-21 00:00:00,003,00027,00,0000,2.5,0.0,none
000161,2017-05-21 00:00:00,003,00027,00,0017,2.0,0.0,none
000162,2017-05-22 00:00:00,000,00027,00,0014,0.75,0.0,none
000163,2017-05-22 00:00:00,000,00027,00,0017,0.5,0.0,none
000164,2017-05-22 00:00:00,003,00027,00,0016,0.75,0.0,none
000165,2017-05-22 00:00:00,003,00027,00,0015,0.75,0.0,none
000166,2017-05-23 00:00:00,001,00027,00,0015,2.0,0.0,none
000167,2017-05-23 00:00:00,003,00027,00,0017,1.0,0.0,none
000168,2017-05-23 00:00:00,003,00028,06,0016,1.0,0.0,none
000169,2017-05-23 00:00:00,003,00051,06,0012,1.25,0.0,none
000170,2017-05-24 00:00:00,003,00027,00,0016,1.5,0.0,none
000171,2017-05-24 00:00:00,003,00027,00,0012,5.5,0.0,none
000172,2017-05-26 00:00:00,003,00027,00,0016,4.0,0.0,none
000173,2017-05-26 00:00:00,003,00043,06,0016,0.75,0.0,none
000174,2017-05-26 00:00:00,003,00037,06,0016,1.0,0.0,none
000175,2017-05-26 00:00:00,003,00032,06,0016,1.25,0.0,none
000176,2017-05-26 00:00:00,003,00002,06,0016,1.75,0.0,none
000177,2017-05-26 00:00:00,003,00016,06,0016,1.0,0.0,none
000178,2017-05-26 00:00:00,003,00020,06,0016,1.25,0.0,none
000179,2017-05-27 00:00:00,003,00002,06,0016,1.75,0.0,none
000180,2017-05-27 00:00:00,003,00027,00,0016,9.0,0.0,none
000181,2017-05-29 00:00:00,003,00027,00,0016,5.5,0.0,none
000182,2017-05-30 00:00:00,003,00027,00,0016,1.5,0.0,none
000183,2017-05-31 00:00:00,003,00027,00,0016,1.0,0.0,none
000184,2017-05-31 00:00:00,003,00027,00,0016,3.5,0.0,none
000185,2017-06-01 00:00:00,003,00027,00,0009,1.0,0.0,none
000186,2017-06-01 00:00:00,003,00027,00,0017,4.0,0.0,none
000187,2017-06-02 00:00:00,003,00030,04,0000,4.5,0.0,none
000188,2017-06-02 00:00:00,003,00027,00,0016,4.5,0.0,none
000189,2017-06-03 00:00:00,001,00030,04,0013,8.0,0.0,none
000190,2017-06-03 00:00:00,003,00053,06,0016,1.0,0.0,none
000191,2017-06-03 00:00:00,003,00027,00,0009,0.5,0.0,none
000192,2017-06-03 00:00:00,003,00027,00,0017,4.0,0.0,none
000193,2017-06-03 00:00:00,003,00049,06,0016,0.5,0.0,none
000194,2017-06-03 00:00:00,000,00027,00,0000,3.0,0.0,none
000195,2017-06-03 00:00:00,003,00016,06,0012,0.5,0.0,none
000196,2017-06-03 00:00:00,003,00026,06,0012,0.5,0.0,none
000197,2017-06-05 00:00:00,000,00027,00,0000,0.5,0.0,none
000198,2017-06-05 00:00:00,003,00027,00,0016,2.5,0.0,none
000199,2017-06-07 00:00:00,001,00030,04,0013,5.75,0.0,none
000200,2017-06-08 00:00:00,001,00030,04,0013,3.5,0.0,none
000201,2017-06-10 00:00:00,003,00027,00,0016,1.5,0.0,none
000202,2017-06-11 00:00:00,003,00027,00,0016,3.5,0.0,none
000203,2017-06-12 00:00:00,003,00053,06,0000,1.25,0.0,none
000204,2017-06-12 00:00:00,003,00043,06,0016,0.75,0.0,none
000205,2017-06-12 00:00:00,003,00042,00,0016,1.5,0.0,none
000206,2017-06-12 00:00:00,003,00037,06,0016,1.0,0.0,none
000207,2017-06-12 00:00:00,002,00027,00,0002,1.0,0.0,none
000208,2017-06-12 00:00:00,003,00027,00,0016,3.0,0.0,none
000209,2017-06-13 00:00:00,001,00027,00,0017,0.5,0.0,none
000210,2017-06-13 00:00:00,001,00030,04,0013,2.5,0.0,none
000211,2017-06-14 00:00:00,003,00027,00,0016,4.75,0.0,none
000212,2017-06-15 00:00:00,003,00027,00,0016,4.25,0.0,none
000213,2017-06-15 00:00:00,001,00030,04,0013,3.0,0.0,none
000214,2017-06-16 00:00:00,000,00027,00,0003,2.75,0.0,none
000215,2017-06-16 00:00:00,001,00030,04,0013,4.0,0.0,none
000216,2017-06-17 00:00:00,003,00027,00,0009,2.0,0.0,none
000217,2017-06-17 00:00:00,001,00030,04,0013,7.0,0.0,none
000218,2017-06-17 00:00:00,003,00027,00,0012,1.75,0.0,none
000219,2017-06-17 00:00:00,003,00027,00,0016,3.0,0.0,none
000220,2017-06-18 00:00:00,001,00030,04,0013,3.0,0.0,none
000221,2017-06-18 00:00:00,003,00027,00,0012,4.0,0.0,none
000222,2017-06-19 00:00:00,003,00005,00,0020,1.5,0.0,none
000223,2017-06-19 00:00:00,000,00027,00,0003,3.5,0.0,none
000224,2017-06-19 00:00:00,000,00027,00,0000,1.0,0.0,none
000225,2017-06-19 00:00:00,003,00050,01,0020,1.25,0.0,none
000226,2017-06-19 00:00:00,003,00053,06,0020,1.0,0.0,none
000227,2017-06-20 00:00:00,003,00027,00,0012,1.5,0.0,none
000228,2017-06-20 00:00:00,001,00030,04,0013,10.25,0.0,none
000229,2017-06-22 00:00:00,001,00030,04,0013,4.0,0.0,none
000230,2017-06-23 00:00:00,000,00027,00,0009,2.0,0.0,none
000231,2017-06-24 00:00:00,001,00030,04,0013,5.0,0.0,none
000232,2017-06-24 00:00:00,000,00011,00,0006,8.0,0.0,none
000233,2017-06-25 00:00:00,001,00030,04,0013,3.75,0.0,none
000234,2017-06-26 00:00:00,003,00005,00,0020,1.5,0.0,none
000235,2017-06-26 00:00:00,003,00005,00,0020,1.5,0.0,none
000236,2017-06-26 00:00:00,003,00018,06,0020,1.0,0.0,none
000237,2017-06-26 00:00:00,003,00027,00,0020,5.0,0.0,none
000238,2017-06-26 00:00:00,001,00030,04,0013,1.5,0.0,none
000239,2017-06-27 00:00:00,003,00016,06,0020,1.25,0.0,none
000240,2017-06-27 00:00:00,001,00030,04,0013,2.5,0.0,none
000241,2017-06-27 00:00:00,003,00043,06,0012,1.25,0.0,none
000242,2017-06-28 00:00:00,001,00030,04,0013,6.0,0.0,none
000243,2017-06-29 00:00:00,003,00027,00,0009,2.0,0.0,none
000244,2017-06-29 00:00:00,001,00030,04,0013,4.75,0.0,none
000245,2017-06-29 00:00:00,003,00016,06,0012,1.25,0.0,none
000246,2017-07-02 00:00:00,001,00030,04,0013,3.25,0.0,none
000247,2017-07-03 00:00:00,003,00005,00,0020,1.25,0.0,none
000248,2017-07-03 00:00:00,003,00007,00,0020,1.25,0.0,none
000249,2017-07-04 00:00:00,003,00027,00,0015,1.5,0.0,none
000250,2017-07-04 00:00:00,003,00021,06,0020,1.0,0.0,none
000251,2017-07-04 00:00:00,003,00050,03,0020,3.5,0.0,none
000252,2017-07-04 00:00:00,003,00010,06,0020,1.0,0.0,none
000253,2017-07-05 00:00:00,003,00027,00,0012,1.0,0.0,none
000254,2017-07-05 00:00:00,003,00021,06,0020,1.5,0.0,none
000255,2017-07-06 00:00:00,003,00021,06,0020,1.5,0.0,none
000256,2017-07-06 00:00:00,003,00053,06,0020,0.5,0.0,none
000257,2017-07-06 00:00:00,003,00018,06,0020,0.5,0.0,none
000258,2017-07-07 00:00:00,000,00050,03,0000,5.0,0.0,none
000259,2017-07-07 00:00:00,003,00008,03,0012,2.25,0.0,none
000260,2017-07-10 00:00:00,003,00050,03,0020,8.25,0.0,none
000261,2017-07-10 00:00:00,001,00000,03,0013,6.0,0.0,none
000262,2017-07-10 00:00:00,003,00008,03,0020,7.5,0.0,none
000263,2017-07-10 00:00:00,001,00022,03,0013,6.0,0.0,none
000264,2017-07-10 00:00:00,003,00053,06,0020,1.0,0.0,none
000265,2017-07-10 00:00:00,003,00042,00,0020,1.0,0.0,none
000266,2017-07-10 00:00:00,003,00005,00,0020,2.0,0.0,none
000267,2017-07-10 00:00:00,003,00006,03,0020,1.0,0.0,none
000268,2017-07-10 00:00:00,001,00006,03,0000,5.0,0.0,none
000269,2017-07-11 00:00:00,003,00038,03,0020,5.0,0.0,none
000270,2017-07-11 00:00:00,003,00050,03,0020,4.5,0.0,none
000271,2017-07-11 00:00:00,003,00034,03,0020,2.75,0.0,none
000272,2017-07-11 00:00:00,001,00000,03,0013,4.5,0.0,none
000273,2017-07-11 00:00:00,003,00006,03,0020,5.5,0.0,none
000274,2017-07-11 00:00:00,003,00008,03,0020,4.25,0.0,none
000275,2017-07-11 00:00:00,003,00015,03,0020,5.5,0.0,none
000276,2017-07-11 00:00:00,001,00022,03,0013,4.5,0.0,none
000277,2017-07-12 00:00:00,001,00000,03,0013,4.5,0.0,none
000278,2017-07-12 00:00:00,003,00006,03,0020,4.5,0.0,none
000279,2017-07-12 00:00:00,001,00022,03,0013,4.5,0.0,none
000280,2017-07-12 00:00:00,003,00050,03,0020,5.0,0.0,none
000281,2017-07-13 00:00:00,001,00022,03,0013,4.5,0.0,none
000282,2017-07-13 00:00:00,001,00006,03,0000,3.5,0.0,none
000283,2017-07-13 00:00:00,001,00000,03,0013,4.5,0.0,none
000284,2017-07-13 00:00:00,003,00027,00,0020,2.5,0.0,none
000285,2017-07-14 00:00:00,003,00008,03,0020,4.5,0.0,none
000286,2017-07-14 00:00:00,003,00015,03,0020,2.5,0.0,none
000287,2017-07-14 00:00:00,001,00022,03,0013,3.5,0.0,none
000288,2017-07-14 00:00:00,003,00050,03,0020,3.0,0.0,none
000289,2017-07-14 00:00:00,001,00006,03,0000,4.0,0.0,none
000290,2017-07-14 00:00:00,001,00000,03,0013,3.5,0.0,none
000291,2017-07-15 00:00:00,003,00050,03,0020,1.25,0.0,none
000292,2017-07-16 00:00:00,003,00038,03,0012,2.0,0.0,none
000293,2017-07-16 00:00:00,003,00027,00,0018,1.0,0.0,none
000294,2017-07-16 00:00:00,003,00027,00,0009,3.5,0.0,none
000295,2017-07-16 00:00:00,003,00027,00,0020,1.0,0.0,none
000296,2017-07-16 00:00:00,003,00050,03,0020,1.0,0.0,none
000297,2017-07-17 00:00:00,003,00008,03,0012,4.0,0.0,none
000298,2017-07-17 00:00:00,001,00022,03,0013,5.5,0.0,none
000299,2017-07-17 00:00:00,001,00000,03,0013,5.25,0.0,none
000300,2017-07-17 00:00:00,003,00005,00,0020,3.5,0.0,none
000301,2017-07-17 00:00:00,003,00042,00,0020,2.0,0.0,none
000302,2017-07-18 00:00:00,000,00048,07,0000,6.0,0.0,3
000303,2017-07-18 00:00:00,003,00048,07,0020,6.0,0.0,3
000304,2017-07-18 00:00:00,003,00050,03,0020,2.0,0.0,none
000305,2017-07-18 00:00:00,001,00000,03,0013,4.0,0.0,none
000306,2017-07-18 00:00:00,000,00015,03,0000,5.0,0.0,none
000307,2017-07-18 00:00:00,003,00008,03,0020,5.0,0.0,none
000308,2017-07-18 00:00:00,001,00022,03,0013,4.5,0.0,none
000309,2017-07-18 00:00:00,003,00038,03,0020,6.0,0.0,none
000310,2017-07-18 00:00:00,001,00030,04,0013,4.5,0.0,none
000311,2017-07-19 00:00:00,001,00022,03,0013,4.5,0.0,none
000312,2017-07-19 00:00:00,001,00000,03,0013,4.0,0.0,none
000313,2017-07-19 00:00:00,003,00050,03,0020,1.75,0.0,none
000314,2017-07-19 00:00:00,003,00050,03,0020,2.5,0.0,none
000315,2017-07-19 00:00:00,003,00008,03,0020,4.0,0.0,none
000316,2017-07-19 00:00:00,003,00027,00,0009,1.0,0.0,none
000317,2017-07-19 00:00:00,001,00030,04,0013,4.5,0.0,none
000318,2017-07-19 00:00:00,003,00048,07,0020,6.0,0.0,4
000319,2017-07-19 00:00:00,003,00048,07,0020,2.0,0.0,2
000320,2017-07-20 00:00:00,000,00048,07,0000,3.0,0.0,2
000321,2017-07-20 00:00:00,003,00038,03,0020,6.0,0.0,none
000322,2017-07-20 00:00:00,001,00030,04,0013,3.0,0.0,none
000323,2017-07-20 00:00:00,001,00022,03,0013,3.0,0.0,none
000324,2017-07-20 00:00:00,001,00000,03,0013,3.0,0.0,none
000325,2017-07-20 00:00:00,001,00015,03,0013,1.5,0.0,none
000326,2017-07-21 00:00:00,001,00030,04,0013,4.0,0.0,none
000327,2017-07-21 00:00:00,001,00022,03,0013,3.5,0.0,none
000328,2017-07-21 00:00:00,001,00038,03,0013,4.0,0.0,none
000329,2017-07-21 00:00:00,003,00034,03,0020,3.75,0.0,none
000330,2017-07-21 00:00:00,001,00000,03,0013,3.0,0.0,none
000331,2017-07-21 00:00:00,003,00038,03,0020,1.5,0.0,none
000332,2017-07-21 00:00:00,001,00015,03,0013,3.25,0.0,none
000333,2017-07-22 00:00:00,003,00027,00,0012,1.0,0.0,none
000334,2017-07-22 00:00:00,003,00038,03,0020,4.25,0.0,none
000335,2017-07-23 00:00:00,001,00038,03,0013,4.75,0.0,none
000336,2017-07-24 00:00:00,001,00006,03,0000,5.0,0.0,none
000337,2017-07-25 00:00:00,001,00030,04,0013,3.75,0.0,none
000338,2017-07-25 00:00:00,001,00006,03,0000,5.0,0.0,none
000339,2017-07-25 00:00:00,001,00038,03,0013,3.25,0.0,none
000340,2017-07-25 00:00:00,001,00000,03,0013,3.5,0.0,none
000341,2017-07-25 00:00:00,000,00023,04,0004,2.0,0.0,none
000342,2017-07-25 00:00:00,001,00015,03,0013,3.75,0.0,none
000343,2017-07-25 00:00:00,001,00022,03,0013,4.0,0.0,none
000344,2017-07-26 00:00:00,003,00050,03,0016,6.0,0.0,none
000345,2017-07-26 00:00:00,001,00030,04,0013,6.5,0.0,none
000346,2017-07-26 00:00:00,003,00027,00,0016,1.0,0.0,none
000347,2017-07-26 00:00:00,001,00000,03,0013,4.0,0.0,none
000348,2017-07-26 00:00:00,001,00022,03,0013,4.75,0.0,none
000349,2017-07-26 00:00:00,003,00006,03,0016,6.0,0.0,none
000350,2017-07-26 00:00:00,003,00027,00,0009,1.0,0.0,none
000351,2017-07-26 00:00:00,003,00034,03,0016,3.75,0.0,none
000352,2017-07-27 00:00:00,001,00022,03,0013,4.0,0.0,none
000353,2017-07-27 00:00:00,001,00015,03,0013,3.5,0.0,none
000354,2017-07-27 00:00:00,003,00050,03,0010,4.25,0.0,none
000355,2017-07-27 00:00:00,001,00030,04,0013,5.0,0.0,none
000356,2017-07-27 00:00:00,003,00034,03,0016,3.75,0.0,none
000357,2017-07-27 00:00:00,001,00038,03,0013,3.5,0.0,none
000358,2017-07-28 00:00:00,001,00027,00,0013,1.5,0.0,none
000359,2017-07-28 00:00:00,001,00038,03,0013,6.0,0.0,none
000360,2017-07-28 00:00:00,001,00015,03,0013,6.75,0.0,none
000361,2017-07-28 00:00:00,001,00022,03,0013,3.5,0.0,none
000362,2017-07-28 00:00:00,003,00034,03,0016,3.5,0.0,none
000363,2017-07-28 00:00:00,001,00000,03,0013,3.0,0.0,none
000364,2017-07-28 00:00:00,003,00050,03,0010,1.75,0.0,none
000365,2017-07-28 00:00:00,001,00030,04,0013,8.5,0.0,none
000366,2017-07-28 00:00:00,003,00006,03,0016,2.0,0.0,none
000367,2017-07-28 00:00:00,003,00050,03,0016,3.0,0.0,none
000368,2017-07-28 00:00:00,003,00027,00,0009,1.5,0.0,none
000369,2017-07-29 00:00:00,001,00030,04,0013,7.5,0.0,none
000370,2017-07-29 00:00:00,003,00027,00,0009,3.0,0.0,none
000371,2017-07-29 00:00:00,003,00050,03,0020,2.5,0.0,none
000372,2017-07-29 00:00:00,001,00015,03,0013,4.5,0.0,none
000373,2017-07-29 00:00:00,001,00022,03,0013,4.5,0.0,none
000374,2017-07-29 00:00:00,001,00038,03,0013,3.0,0.0,none
000375,2017-07-30 00:00:00,003,00027,00,0020,3.75,0.0,none
000376,2017-07-31 00:00:00,001,00000,03,0013,7.5,0.0,none
000377,2017-07-31 00:00:00,003,00050,03,0016,6.75,0.0,none
000378,2017-07-31 00:00:00,001,00022,03,0013,4.5,0.0,none
000379,2017-07-31 00:00:00,001,00015,03,0013,7.75,0.0,none
000380,2017-07-31 00:00:00,003,00008,03,0012,2.5,0.0,none
000381,2017-08-01 00:00:00,001,00000,03,0013,4.0,0.0,none
000382,2017-08-01 00:00:00,003,00038,03,0020,6.0,0.0,none
000383,2017-08-01 00:00:00,003,00050,03,0020,5.0,0.0,none
000384,2017-08-01 00:00:00,001,00030,04,0013,2.5,0.0,none
000385,2017-08-01 00:00:00,003,00006,03,0020,4.0,0.0,none
